title,description,topic,date,link
"KDnuggets™ News 21:n34, Sep 8: Do You Read Excel Files with Python? There is a 1000x Faster Way; Hypothesis Testing Explained",Do You Read Excel Files with Python? There is a 1000x Faster Way; Hypothesis Testing Explained; Data Science Cheat Sheet 2.0; 6 Cool Python Libraries That I Came Across Recently; Best Resources to Learn Natural Language Processing in 2021,AI," Sep 8, 2021",https://www.kdnuggets.com/2021/n34.html
How Machine Learning Leverages Linear Algebra to Solve Data Problems,Why you should learn the fundamentals of linear algebra.,Data Science," Sep 7, 2021",https://www.kdnuggets.com/2021/09/machine-learning-leverages-linear-algebra-solve-data-problems.html
Fast AutoML with FLAML + Ray Tune,Microsoft Researchers have developed FLAML (Fast Lightweight AutoML) which can now utilize Ray Tune for distributed hyperparameter tuning to scale up FLAML’s resource-efficient & easily parallelizable algorithms across a cluster.,Automated Machine Learning," Sep 6, 2021",https://www.kdnuggets.com/2021/09/fast-automl-flaml-ray-tune.html
Antifragility and Machine Learning,"Our intuition for most products, processes, and even some models might be that they either will get worse over time, or if they fail, they will experience an cascade of more failure. But, what if we could intentionally design systems and models to only get better, even as the world around them gets worse?",Machine Learning," Sep 6, 2021",https://www.kdnuggets.com/2021/09/antifragility-machine-learning.html
6 Cool Python Libraries That I Came Across Recently,Check out these awesome Python libraries for Machine Learning.,Data Science," Sep 3, 2021",https://www.kdnuggets.com/2021/09/6-cool-python-libraries-recently.html
How to solve machine learning problems in the real world,"Becoming a machine learning engineer pro is your goal? Sure, online ML courses and Kaggle-style competitions are great resources to learn the basics. However, the daily job of a ML engineer requires an additional layer of skills that you won’t master through these approaches.",Advice," Sep 2, 2021",https://www.kdnuggets.com/2021/09/solve-machine-learning-problems-real-world.html
How is Machine Learning Beneficial in Mobile App Development?,"Mobile app developers have a lot to gain by implementing AI & Machine Learning from the revolutionary changes that these disruptive technologies can offer. This is due to AI and ML's potential to strengthen mobile applications, providing for smoother user experiences capable of leveraging powerful features.",App," Sep 1, 2021",https://www.kdnuggets.com/2021/09/machine-learning-beneficial-mobile-app-development.html
The Significance of Data-centric AI,How a systematic way of maintaining data quality can do wonders to your model performance.,AI," Aug 27, 2021",https://www.kdnuggets.com/2021/08/significance-data-centric-ai.html
Automated Data Labeling with Machine Learning,Labeling training data is the one step in the data pipeline that has resisted automation. It’s time to change that.,Data Labeling," Aug 26, 2021",https://www.kdnuggets.com/2021/08/watchful-automated-data-labeling-machine-learning.html
Learning Data Science and Machine Learning: First Steps After The Roadmap,"Just getting into learning data science may seem as daunting as (if not more than) trying to land your first job in the field. With so many options and resources online and in traditional academia to consider, these pre-requisites and pre-work are recommended before diving deep into data science and AI/ML.",Data Science," Aug 24, 2021",https://www.kdnuggets.com/2021/08/learn-data-science-machine-learning.html
Enhancing Machine Learning Personalization through Variety,"Personalization drives growth and is a touchstone of good customer experience. Personalization driven through machine learning can enable companies to improve this experience while improving ROI for marketing campaigns. However, challenges exist in these techniques for when personalization makes sense and how and when specific options are recommended.",Machine Learning," Aug 19, 2021",https://www.kdnuggets.com/2021/08/machine-learning-personalization-variety.html
Model Drift in Machine Learning – How To Handle It In Big Data,"Rendezvous Architecture helps you run and choose outputs from a Champion model and many Challenger models running in parallel without many overheads. The original approach works well for smaller data sets, so how can this idea adapt to big data pipelines?",Big Data," Aug 17, 2021",https://www.kdnuggets.com/2021/08/model-drift-machine-learning-big-data.html
Agile Data Labeling: What it is and why you need it,The notion of Agile in software development has made waves across industries with its revolution for productivity. Can the same benefits be applied to the often arduous task of annotating data sets for machine learning?,Agile," Aug 16, 2021",https://www.kdnuggets.com/2021/08/agile-data-labeling.html
Introduction to Statistical Learning Second Edition,"The second edition of the classic ""An Introduction to Statistical Learning, with Applications in R"" was published very recently, and is now freely-available via PDF on the book's website.",Books," Aug 13, 2021",https://www.kdnuggets.com/2021/08/introduction-statistical-learning-v2.html
MLOps And Machine Learning Roadmap,A 16–20 week roadmap to review machine learning and learn MLOps.,Courses," Aug 12, 2021",https://www.kdnuggets.com/2021/08/mlops-machine-learning-roadmap.html
How to Detect and Overcome Model Drift in MLOps,"This article has a look at model drift, and how to detect and overcome it in production MLOps.",Machine Learning," Aug 12, 2021",https://www.kdnuggets.com/2021/08/detect-overcome-model-drift-mlops.html
2021 State of Production Machine Learning Survey,We invite you to take the 2021 State of Production Machine Learning survey and help shed light on the latest trends in the adoption of machine learning (ML) in the industry.,Anyscale," Aug 11, 2021",https://www.kdnuggets.com/2021/08/anyscale-2021-state-production-machine-learning-survey.html
Visualizing Bias-Variance,"In this article, we'll explore some different perspectives of what the bias-variance trade-off really means with the help of visualizations.",Bias," Aug 10, 2021",https://www.kdnuggets.com/2021/08/visualizing-bias-variance.html
Artificial Intelligence vs Machine Learning in Cybersecurity,"Artificial Intelligence and Machine Learning are the next-gen technology used in various fields. With the rise in online threats, it has become essential to include these technologies in cybersecurity. In this post, we will know what roles do AI and ML play in cybersecurity.",AI," Aug 5, 2021",https://www.kdnuggets.com/2021/08/artificial-intelligence-machine-learning-cybersecurity.html
Mastering Clustering with a Segmentation Problem,The one stop shop for implementing the most widely used models in Python for unsupervised clustering.,Clustering," Aug 3, 2021",https://www.kdnuggets.com/2021/08/mastering-clustering-segmentation-problem.html
30 Most Asked Machine Learning Questions Answered,"There is always a lot to learn in machine learning. Whether you are new to the field or a seasoned practitioner and ready for a refresher, understanding these key concepts will keep your skills honed in the right direction.",Beginners," Aug 3, 2021",https://www.kdnuggets.com/2021/08/30-machine-learning-questions-answered.html
